EncouragingDiscouraging,ExpertiseScale,PosterTone,RespectfulDisrespectful,gender,speakerhidden,talkid
Discouraging,No degree,None,Neutral,male,the terrorists don't blow themselves up / kill people just because they enjoy doing it. we (as the whole of the world) should be helping everyone to have a happy life in which there is no need for these horrible actions. now that would be crime solving.,886
Encouraging,STEM degree,Neutral,Respectful,male,"<br><span class=""highlighted"" data-timestamp=""1519779211950"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">dear rajesh rao</span>: at the last part <span class=""highlighted"" data-timestamp=""1519779214464"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you tried to rebuild the words</span> and <span class=""highlighted"" data-timestamp=""1519779218555"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you said that they may refer to constellations</span>. i thought that it may be dates, of departure or arrival maybe.",1156
Discouraging,None-STEM degree,Negative,Respectful,male,"<br>i think <span class=""highlighted"" data-timestamp=""1519779239349"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he's leaving out an important component</span> -- press.  airbnb, youtube, and uber had a tremendous amount of free press.  perhaps because some of these ideas were so radical for their time (e.g. renting out your home to a stranger), it earned a lot of free press.",187
Discouraging,None-STEM degree,Negative,Respectful,male,"<br>i put it to <span class=""highlighted"" data-timestamp=""1519779305583"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you dear sir</span>, that perhaps ownership of an iphone -which is a prerequisite for <span class=""highlighted"" data-timestamp=""1519779314290"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">participation in your ""measurement"" of happiness</span>- is a contradiction within the pursuit of happiness in the aristotelean sense. as with any other symbol of material ..advancement. respectfully, georgina",802
Encouraging,No degree,Positive,Respectful,male,"¨i shake things up, therefore i am¨!  i really like this interpretation!    yet, with all the respect i have to his knowledge and experience in his topic, i wish that james geary could ¨shake himself a little bit more¨ to make his talk more interesthng!",1520
Discouraging,STEM degree,Negative,Respectful,male,"<br>an interesting talk which raises important. <span class=""highlighted"" data-timestamp=""1519779375182"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">it's a pity you dismissed the 'abrahamic faiths'</span> with such a caricature of their experience of god. an unseen but all-seeing force that monitors every movement we make? many would describe god as a loving father who enjoys watching his children play.",335
Discouraging,STEM degree,Negative,Neutral,male,"<br>it is alive. proof lays on the fact that your cells in your body are alive let alone thus you are alive as well. <span class=""highlighted"" data-timestamp=""1519779417783"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you cant say that</span> something is not alive but its content is alive, its a null contradiction.",1195
Discouraging,STEM degree,None,Disrespectful,male,"completly rubbish, when one is mind wandering he do not actually participate because when he answers the question he's cut off from his dream and back to his cold reality and then he is not happy.",802
Encouraging,No degree,Positive,Respectful,male,"<br>appreciated the <span class=""highlighted"" data-timestamp=""1519779471488"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">honesty of the presenter</span> and while i have not mastered meditation at all, i can relate to the examples mentioned. great to see a <span class=""highlighted"" data-timestamp=""1519779468571"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">modern monk</span>. the challenge is that <span class=""highlighted"" data-timestamp=""1519779482266"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he is not your normal stereo-type</span>.",760
Encouraging,STEM degree,None,Respectful,male,"this idea and concept is so incredible, the idea that you could interact with a robot and form an 'emotional' connection with them is something i cannot wait to experience.",1561
Encouraging,None-STEM degree,Strongly Positive,Neutral,male,"<br>awesome talk!! i'm fascinated by <span class=""highlighted"" data-timestamp=""1519779517657"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">the energy he has put into his talk</span>. this ""seemingly"" boring profession seems to be <span class=""highlighted"" data-timestamp=""1519779535183"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">his vocation</span>. and the <span class=""highlighted"" data-timestamp=""1519779522776"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">humorous air with which he has delivered the talk</span> shows how <span class=""highlighted"" data-timestamp=""1519779526071"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">excited he is about his profession</span>. it is truly <span class=""highlighted"" data-timestamp=""1519779529348"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">inspiring and bind-boggling</span>.",970
Encouraging,None-STEM degree,None,Respectful,male,because of the iflow of unknown information because of the language barriers we all encounter on earth i believe it is good for our nation to invite immigration. it's also important to do something with them as they come in.  check out my blog at   https://singlehead.wordpress.com,1133
Encouraging,STEM degree,None,Neutral,male,with a recent discovery this spring 2015 shows you were correct to say it appears that the brain has a lymphatic system was accurate. the lymphatic vessels were directly under major blood vessels of the brain; which also explains how they went unknown for so long.   http://neurosciencenews.com/lymphatic-system-brain-neurobiology-2080/,334
Encouraging,No degree,None,Respectful,male,cherish your life happiness is that you can see the sun rising up and fall down everyday,1205
Encouraging,No degree,None,Neutral,male,"then jesus said to his disciples, “i tell you the truth, it is very hard for a rich person to enter the kingdom of heaven.  matthew 19:23 nlt",527
Discouraging,None-STEM degree,Negative,Respectful,male,"<br>the largest cattle herds in the world are in india and they are vegetarians.  this is not for consumption, but for religion.  so, <span class=""highlighted"" data-timestamp=""1519779633985"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">mr. bittman, how does this fit into your scheme of things</span>, for a cleaner and healthier world?",1860
Discouraging,STEM degree,Strongly Negative,Disrespectful,male,"<br><span class=""highlighted"" data-timestamp=""1519779663869"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">matt cutts is was already annoying enough</span> with <span class=""highlighted"" data-timestamp=""1519779666711"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">his convoluted statements</span> regarding google, but this takes it to a whole new level! <span class=""highlighted"" data-timestamp=""1519779660115"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he should write children's books cause that's where his intellectual prowess resides</span>.",1153
Discouraging,STEM degree,None,Neutral,male,"can/will this trend mislead or distract your intuition? and you becomes a robotic spirit or spiritic robot without the singularity of ray kurzweil http://www.youtube.com/watch?v=1uizs1ucoce is this a good thing? or trend is always a trend, you really need to beat the traffic.",1345
Encouraging,None-STEM degree,Strongly Positive,Neutral,male,"<br>lol @ ""my memory is notoriously porous..."" fantastic talk! i am glad to hear <span class=""highlighted"" data-timestamp=""1519779764206"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you talk about</span> teaching children and answering their questions.",921
Encouraging,No degree,Neutral,Respectful,male,"<br>i wonder if they teach in the shaolin, how  make tweets? when <span class=""highlighted"" data-timestamp=""1519779796216"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he draw cats</span>, does the local cat extends a simple cat or a mouse?  following that metaphoric cat, isn't there any dog to blame as well?",869
Encouraging,No degree,Strongly Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519779813244"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">this guy is really funny</span>!! <span class=""highlighted"" data-timestamp=""1519779817195"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">his stories are really funny and are fake</span> but if you beleive in stuff like aliens and that stuff, you would be wondering.  i dont wonder because its a little to far away.",1776
Encouraging,STEM degree,Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519779852866"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">your probably right, you have a more analytical mind</span>.  i'll do my best though.  i just worry <span class=""highlighted"" data-timestamp=""1519779855849"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you may evolve into otto</span>.  (kidding)........<span class=""highlighted"" data-timestamp=""1519779846523"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">peace to you too</span>.",1990
Encouraging,None-STEM degree,Strongly Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519779881202"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he's got a whole training program</span> and it's expensive but totally worth it if you really want to be happier every day for the rest of your life!: http://amzn.com/1561062677/?tag=technologum-20  (<span class=""highlighted"" data-timestamp=""1519779886121"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">shawn's techniques</span> will even make those around you even happier!)",1019
Discouraging,None-STEM degree,Negative,Respectful,male,"<br><span class=""highlighted"" data-timestamp=""1519779922248"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">martin jacques glosses over and tacitly applauds</span> the racism and chauvinism of the han chinese and <span class=""highlighted"" data-timestamp=""1519779928284"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">compares them approvingly with the british during victoria's reign</span> on their (now repudiated) civilising mission along with the white man's burden. are these qualities within chinese society something to be applauded?",1270
Encouraging,None-STEM degree,Strongly Positive,Respectful,male,"<br>beyond all question, <span class=""highlighted"" data-timestamp=""1519779955597"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">awesome job sir, you should motivate from all country's leader</span> and they have to think about country villages who badly suffering for pure drinking water......  my hearty <span class=""highlighted"" data-timestamp=""1519779960190"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">salute to you</span> on this great success.....",1598
Encouraging,None-STEM degree,None,Respectful,male,"i cannot understand why people, and i presume from the country jamie oliver is focusing his talk on, are confusing the glaring issue.  the food americans consume is causing them fatal health problems. it needs to change. it is simple. really, very simple.",1492
Encouraging,No degree,Strongly Positive,Respectful,male,"<br><span class=""highlighted"" data-timestamp=""1519780003509"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">john wooden is probably the greatest coach that ever lived</span>. <span class=""highlighted"" data-timestamp=""1519780006088"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he delivers his speech great</span>! poetry really keeps it interesting. <span class=""highlighted"" data-timestamp=""1519780014321"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">very inspirational and true about what he says</span>. :) <span class=""highlighted"" data-timestamp=""1519780010280"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">go john wooden</span>.",1679
Encouraging,None-STEM degree,None,Respectful,male,"those experiments presented ""carrots"", what about ""stick""? if people bet their ownmoney money would they perform in top 25%? and if people would be punished would they perform better?",1594
Discouraging,STEM degree,Negative,Neutral,male,"<br>a *good"" example of of the ill use of metaphors. two minutes into the presentation, i.e. <span class=""highlighted"" data-timestamp=""1519780074268"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">10% of his speaking time</span>, and <span class=""highlighted"" data-timestamp=""1519780067260"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you still don't know what he's talking about</span>. besides, using disease as a metaphor for car accidents is ridiculous.",1845
Discouraging,STEM degree,Neutral,Respectful,male,"<br>oliver sacks used this ""mirror box"" idea to help people with phantom limbs as well. does anyone know who had this idea first? from my experience, <span class=""highlighted"" data-timestamp=""1519780123253"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">both of them make it sound like they thought of the idea themselves</span>.",1934
Discouraging,STEM degree,Negative,Neutral,male,"<br>hate saying naive. i'm sure <span class=""highlighted"" data-timestamp=""1519780143127"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he checked every detail before he spread his belief (""data guy""</span>), but i hate when <span class=""highlighted"" data-timestamp=""1519780147104"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">people hides information</span>. is world gdp growth actually states better lives for all of us? and what about ww3? disappointing.",1657
Discouraging,None-STEM degree,Negative,Neutral,male,"<br>i think young people uses metaphors among themselves, parents don't use it anymore, and even if <span class=""highlighted"" data-timestamp=""1519780181717"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he has a point whith the cons</span> of the beisboll metaphors you can't just tell young people how to to talk to each other (at least not succesfully)",630
Encouraging,None-STEM degree,Positive,Respectful,male,"<br>great talk, <span class=""highlighted"" data-timestamp=""1519780198862"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">well thought</span> over a period of time. <span class=""highlighted"" data-timestamp=""1519780207231"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">if he were alive during biblical times, his name would have been included in bible</span>. but some 21 st century fundamentalists cannot think in contemporary times.",1991
Encouraging,STEM degree,None,Respectful,male,would be great if they came out with a thin skin in the cryptic dive design that you could wear over an existing wetsuit as well as full wetsuit options.,445
Encouraging,None-STEM degree,Strongly Positive,Neutral,male,"<br>i am always amazed at how people in authority will laugh at new ideas, and try to discourage innovators.  ""a lifesaving flash mob""....indeed!!!  <span class=""highlighted"" data-timestamp=""1519780263922"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">totally awesome mr. beer.</span>......do you know the difference between try and triumph?......a little umph!!! <span class=""highlighted"" data-timestamp=""1519780274366"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">which you, and your volunteers obviously have plenty of</span>!",618
Discouraging,None-STEM degree,Neutral,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519780290613"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">this guy is a greater speaker</span>, there is not doubt about that. but again there is not doubt that <span class=""highlighted"" data-timestamp=""1519780298329"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he doesn't know mostly what he s talking about</span>. <span class=""highlighted"" data-timestamp=""1519780300728"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he needs to ""check"" his facts</span>.",1467
Discouraging,STEM degree,Negative,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519780329286"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">bill gates is doing a few dangerous things</span> behind the scenes. i like ted, but they didn't do their homework on <span class=""highlighted"" data-timestamp=""1519780343099"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">this speaker before letting him on stage</span>. watch the video: http://youtu.be/avhkbhqxj7q",1488
Discouraging,STEM degree,None,Neutral,male,"i think an inflatable full size dolphin tied to your board would be more effective shark deterrent, according to mythbusters. course, you could get tangled in the extra rope and drown.",445
Discouraging,STEM degree,Strongly Negative,Disrespectful,male,"<br><span class=""highlighted"" data-timestamp=""1519780431686"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">his ideas seem dumb</span>. and the buildings themselves are depressing. they remind me of totalitarian regimes whose architecture is designed to intimidate and oppress people.",1613
Discouraging,None-STEM degree,None,Respectful,male,"the u.s. refused to accept ahmadinejad's claim of a landslide and secretary of state hillary rodham clinton said she hoped the outcome reflected the ""genuine will and desire"" of iranian voters.   everyone else is holding their collective breath.",1671
Encouraging,No degree,Strongly Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519780507319"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">hey ragava.....  u have done a great job</span>.... nim ee clip nodi thumba kushi aaithu, nam banglore hudga antha i'm feeling so proud today. they way <span class=""highlighted"" data-timestamp=""1519780516173"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">u have articulated different phases of your life, awsome</span>. din't get even a second to divert my mind.   good work and good luck",1482
Encouraging,No degree,None,Neutral,male,chris talks about a part of his life as a story . he was born in yhe middle of the civil war and their school wouldn't teach them the reason of this war. but a muslim teacher of him teaches an igbo child the reasons.,1955
Encouraging,No degree,Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519780600967"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i like his action</span>, whatever what <span class=""highlighted"" data-timestamp=""1519780604771"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">tricks he use, he is very entertaining</span>. forget the poor masked magician.  vimax",1506
Encouraging,STEM degree,None,Respectful,male,"i never really considered individuals who have lost their eyesight having visual hallucinations. i had no idea that this is a described, studied disease. i find it really interesting that the parts of your brain that control vision become hyperactive when those senses or mechanisms regarding vision are damaged.",1579
Discouraging,None-STEM degree,Negative,Respectful,male,"<br>it's hard to argue with <span class=""highlighted"" data-timestamp=""1519780675377"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">his success</span>, but <span class=""highlighted"" data-timestamp=""1519780665461"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">t. boone's shocking error</span> about world's aircraft carriers makes me wonder about all the rest of his information.  that <span class=""highlighted"" data-timestamp=""1519780672501"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he can so easily criticize the government and president obama leaves me convinced that he has ulterior motives.</span>",981
Encouraging,STEM degree,Positive,Respectful,male,"<br>incredible <span class=""highlighted"" data-timestamp=""1519780713962"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">display of vulnerability by a man truly seeking forgiveness</span>.   <span class=""highlighted"" data-timestamp=""1519780697473"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">thank-you dr. attia for sharing your experiences</span> from 3 years ago and from today.   <span class=""highlighted"" data-timestamp=""1519780709690"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">may you find the path to truth and to answers</span> that prevent your peers and patients from experiencing this pain and illness again.",642
Encouraging,STEM degree,Positive,Neutral,male,"<br>(9:06) well, i'm not an optimist, neither am i a pessimist, i'm a very serious ""possibilist"" and we just work analytically with the world throwing away the emotions - ha ha ha ! now <span class=""highlighted"" data-timestamp=""1519780741953"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">professor rosling proved himself that he is a true statistician</span>",1390
Discouraging,None-STEM degree,Negative,Disrespectful,male,"<br>what the <span class=""highlighted"" data-timestamp=""1519780790726"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">'pastor' said has been said many times before</span>, far more eloquently and without the need for 'god'. if you regard his words as wise; read more!",2077
Encouraging,STEM degree,None,Neutral,male,"do you know that males can only live for a few months after mating, and females die shortly after their eggs hatch. they neglect to eat during the period spent taking care of their unhatched eggs, eventually dying of starvation.",1016
Encouraging,None-STEM degree,None,Neutral,male,it will have its uses...like everything its good for limited uses. just like if someone said 'these forks are dumb you cant eat soup with them' doesnt mean they dont have their uses...likewise this may not replace all data transmission.,1134
Discouraging,STEM degree,Negative,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519780866780"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">his complete disregard for alternative health and vitamins is really sad</span>. especially since there has been tons of studies on a lot of what was listed on his chart.. that suggest they do work. <span class=""highlighted"" data-timestamp=""1519780863454"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">where did he get his data from</span> that all they do is make your urine dark?",1452
Encouraging,None-STEM degree,Neutral,Neutral,male,"<br>how do you tweet ""dropped my phone in a toilet. damn."" if the phone is in the toilet? =) <span class=""highlighted"" data-timestamp=""1519780901861"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">good talk, but not great</span>. learned two good things. barack uses it, and side projects sometimes serve their purpose.  @chbfiv",1697
Encouraging,None-STEM degree,Positive,Respectful,male,"<br><span class=""highlighted"" data-timestamp=""1519780924802"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">great talk. kind of bittersweet</span>! i just became aware of him and i find out <span class=""highlighted"" data-timestamp=""1519780930347"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he was killed in a terrible accident last weekend</span>. your spirit lives on through your work!",126
Encouraging,None-STEM degree,Positive,Respectful,male,"<br><span class=""highlighted"" data-timestamp=""1519780979318"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">drew dudley says that everyone can be a leader. he thinks that his small action can change others' life</span>. i definitely <span class=""highlighted"" data-timestamp=""1519780987305"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">agree with his idea</span>, and i think that all teachers should have <span class=""highlighted"" data-timestamp=""1519780975507"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">the leadership redefined by him</span>. leadership is essential to the success of any teacher.",1010
Discouraging,None-STEM degree,None,Disrespectful,male,"no income inequality in cuba... they just sit around doing nothing and eat rice and beans... what a ""progressive"" society.  i'm sure we all envy their ""quality"" of life.",1085
Encouraging,No degree,None,Neutral,male,"i have recently have lost 110lbs,if i was taught at a younger age how to eat healthy and to exercise maybe i wouldn't have to fight this battle of obesity.teach your children now how to eat healthy before they to will have to fight a life long struggle to live.",1492
Discouraging,None-STEM degree,Negative,Respectful,male,"<br>i would like to suggest a new term to replace atheist: right.  also <span class=""highlighted"" data-timestamp=""1519781068620"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">mr. powers, you have not taken up seriously or with intellectual honesty</span> any of the arguments dawkins made, but simply <span class=""highlighted"" data-timestamp=""1519781071948"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">attacked his style</span>.  <span class=""highlighted"" data-timestamp=""1519781059266"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i agree with you</span>, dawkins is elitist in his talks.  he is also right.",1990
Encouraging,No degree,None,Neutral,male,you can search using duckduckgo.com   they supposedly don't track your searches so presumably the results wouldn't be customized. the browser may still be an issue though.,1199
Discouraging,No degree,None,Neutral,male,"beware of assuming who and what god is, to adapt to your believing - you might just get suprised!    an attempt at pascal's wager?    http://www.abarnett.demon.co.uk/atheism/wager.html",2077
Encouraging,STEM degree,Strongly Positive,Respectful,male,"<br>love the <span class=""highlighted"" data-timestamp=""1519781138571"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">passion you have for your job</span>! unfortunately in my country afghanistan, doctors don't talk with patients. hopping for the day that we have more doctors <span class=""highlighted"" data-timestamp=""1519781143573"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">as passionate and caring as you</span>.",642
Discouraging,None-STEM degree,Negative,Neutral,female,"<br><span class=""highlighted"" data-timestamp=""1519781160982"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">total flop</span>. i think i would've liked a little history about the people <span class=""highlighted"" data-timestamp=""1519781167317"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she spoke of</span>. i knew none of them or anything about them; or her. i did like the broken japanese vase, and her unbroken one. i also liked her mentioning of the void!",797
Encouraging,None-STEM degree,Strongly Positive,Respectful,male,"<br>this is <span class=""highlighted"" data-timestamp=""1519781193459"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">wonderful</span>. <span class=""highlighted"" data-timestamp=""1519781198923"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he concerns himself with the disadvantaged and has created a business model</span> that is truly a win-win for all of us.",1055
Encouraging,STEM degree,Positive,Respectful,male,"<br>the talk imparted no knowledge or entertainment to me ... other than we should not judge a book by its cover.<span class=""highlighted"" data-timestamp=""1519781216908"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">    his description of existence and space</span> reminded me of a klein bottle.   despite our lack of commonality, <span class=""highlighted"" data-timestamp=""1519781224983"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i would enjoy meeting him because he certainly is no dummy</span>.",928
Discouraging,STEM degree,Strongly Negative,Disrespectful,male,"<br>this is the worst presentation i have ever seen! its main objective is based on zero evidence and it is even invoking population reduction by forced sterilization. shame on you ted for letting <span class=""highlighted"" data-timestamp=""1519781252020"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">him speak</span>.",1488
Encouraging,STEM degree,None,Neutral,male,"glad to see the word is getting out.  if you care about your heart, check out www.premierheart.com and learn about mcg.  a risk free non invasive test comparable to the gold standard angiogram.  which would you prefer?",1485
Encouraging,None-STEM degree,Neutral,Neutral,male,"<br>just saw on steve truglia's facebook page <span class=""highlighted"" data-timestamp=""1519781290925"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he has wrote that</span> 'waiting for redbull's attempt, then try to break their record if they set one'.",1586
Encouraging,None-STEM degree,None,Neutral,male,“…put the fear of death into them and they run to jesus”  sound good to me!,533
Encouraging,No degree,None,Neutral,female,"<br>i have a baby brother almost a year old. and i love to see his excitement when he learns something new and creative interaction with ordinary objects, even when it causes a huge mess. his laughter is very empowering. it inspires me to treat life the same way.",1458
Encouraging,STEM degree,Positive,Respectful,male,"<br>i just found this article about <span class=""highlighted"" data-timestamp=""1519781375903"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">prof. sadoway and his new company</span>.  i wish them well.  energy storage is a big problem and a practical solution would have enormous benefits.  http://www.greentechmedia.com/articles/read/ambri-an-mit-battery-startup-finds-early-customer-and-christens-factory",976
Discouraging,STEM degree,Neutral,Respectful,male,"<br>i believe <span class=""highlighted"" data-timestamp=""1519781422558"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he said adaptable and complex movements</span>. i dont think plant movement are very complex and with your example, i dont see it being very adaptable.",1078
Discouraging,No degree,Negative,Neutral,female,"<br><span class=""highlighted"" data-timestamp=""1519781454264"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">ms goodall is the missing link</span> in the sense that <span class=""highlighted"" data-timestamp=""1519781458607"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she has connected us to these magnificent beings </span>that we did not really understand before........which <span class=""highlighted"" data-timestamp=""1519781461564"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">makes her vastly superior to all of us</span>.",2001
Encouraging,No degree,None,Neutral,male,"this comment moved me:  ""and he was thinking, ""i'm not dead."" and he sat up. and brendan realized after that that he could not protect his men, and that was the only time he cried in afghanistan, was realizing that. that's brotherhood.""",422
Discouraging,None-STEM degree,None,Neutral,female,someone went through and thumbed down every post he or she could find. it's so sad some of us can't use this point system responsibly.,2078
Encouraging,None-STEM degree,Strongly Positive,Respectful,female,"<br>very <span class=""highlighted"" data-timestamp=""1519781529364"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">inspiring and encouraging talk</span>. <span class=""highlighted"" data-timestamp=""1519781522964"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she seemed to genuinely want to help by sharing her experiences</span> with both failure and great success. i think i got helped. and i also got a reading tip, eat, pray, love!",443
Encouraging,None-STEM degree,Positive,Respectful,male,"<br>i read and loved his book! i wish <span class=""highlighted"" data-timestamp=""1519781553305"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he would have looked more closely at the arguments</span> for creation because <span class=""highlighted"" data-timestamp=""1519781556458"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he makes it sound more flighty</span> than it is.",1830
Discouraging,None-STEM degree,Strongly Negative,Disrespectful,female,"<br>how the hell do <span class=""highlighted"" data-timestamp=""1519781588722"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">you expect us to get more male teachers</span> when they are so susceptible to false sexual assault charges without due process?  we won't solve anything unless we get rid of the misandry pervasive in our society, every last bit of it.",1276
Discouraging,No degree,Negative,Neutral,male,"<br>typical car salesman cheat little old ladies out of their coat hangers to make a quick buck. lie cheat steel whatever it takes to keep from working.cheat the paper rout partner treat him like an employee. <span class=""highlighted"" data-timestamp=""1519781610968"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">absolutely disappointing talk</span>.",1405
Encouraging,None-STEM degree,Strongly Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519781633001"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">very inspiring talk</span>. <span class=""highlighted"" data-timestamp=""1519781635209"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">matt cutts has a great point</span>. by doing something new for just 30 days, you can completely change your life and see what works (and doesn't work) for you. i can't wait to start my own list!",1153
Discouraging,STEM degree,None,Neutral,male,"you know, every one in natural sciences need to stay away from nanotechnologies. except the nanotechnology them selves.  nanotechnology can give you an illusion that you are inventing some thing when actually you are not.  this would be like 1000000th ted talk no nanotechnology in action.",884
